OBJECTID,GEOID,GEOG,2000_POP,2010_POP,2020_POP,2020_HH,2020_HH_SIZE,TOT_POP,UND5,A5_19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,TOT_WRKR16OV,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,INCPERCAP,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_5_9UN,HU_10_19UN,HU_GT_19UN,HU_MOBILE,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,CASHRENT_HH,RENT_LT500,RENT_500_999,RENT_1000_1499,RENT_1500_2499,RENT_GT2500,MED_RENT,COMPUTER,ONLY_SMARTPHONE,NO_COMPUTER,INTERNET,BROADBAND,NO_INTERNET,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,GEN_MERCH,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,TRANSIT_LOW_PCT,TRANSIT_MOD_PCT,TRANSIT_HIGH_PCT,WALKABLE_LOW_PCT,WALKABLE_MOD_PCT,WALKABLE_HIGH_PCT,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV,HT_Cost_Typical,HT_Cost_Mod,H_Cost_Typical,H_Cost_Mod,T_Cost_Typical,T_Cost_Mod,highly_walkable_pop_pct,highly_walkable_emp_pct,assoc_plus_pct,in_lbr_frc_pct,pct_pop_access_4_acres_per_1k,pct_pop_access_10_acres_per_1k,impervious_acres_per_hh,modhigh_ta_pop_pct,modhigh_ta_emp_pct,nonsov_pct
37,39,Kenwood,18363,17841,19116,10097,1.877191245,17972,1320,2254,4294,3268,3483,1941,944,468,39.00716846,3759,404,11864,1081,864,17796,14813,9387,8514,860,5426,8205,1203,7002,3611,339,2378,532,142,216050,3135,5041,1264,394,13335,698,2032,2086,678,3439,4402,2957,1835,1182,974,1332,1554,52336.4486,48781.32701,9834,3450,6384,1145,10979,1076,692,120,568,1656,514,6323,30,4.512644889,1001,3404,3243,3331,1963.770821,4559,3160,1922,728,610,889,951,825,649,272848.6647,6321,1290,1585,1806,1567,73,1074.194387,8880,1033,954,8395,7835,1439,7193,Health Care,Education,Administration,Accommodation and Food Service,Professional,1339,1255,631,556,517,1086,Retail Trade,Health Care,Other Service,Accommodation and Food Service,Education,231,223,148,127,122,The Loop,Outside of Chicago,Hyde Park,Near North Side,Near West Side,1816,1808,852,632,461,Outside of Chicago,Kenwood,South Shore,Hyde Park,Auburn Gresham,299,68,57,43,35,,,,8361.182119,,,,,,,,,,0,0,1,0,0.181733228,0.818266772,7.314873588,666.52006,134.348539,0.201567135,128.9691522,0.19349628,0.459894808,0.000689994,26.04208248,0.039071716,52.89371579,0.079358025,0.607836344,0.000911955,180.6462752,0.271029015,0,0,123.1784857,0.18480837,19.37407847,0.02906751,5523,2549,943,819,3596,750,6238,2149,121,337,1691,2181,139,565,1477,1170,271,404,495,3860,2559,981,320,16255,1717,16652,2186,506,14466,537,124,512,24,56,56,164,498,215,2915,301,13900,785,462,,,,,,,,,,,,,,,,,,,,,,,,,0.8173258,0.833059211,0.638845144,0.783521956,1,0,0.042385376,1,1,0.542595978
38,6,Lake View,94817,94368,103050,57721,1.780028066,101428,5724,7010,48318,19867,11941,5225,2112,1231,31.50931929,77260,9102,4304,7146,3616,101051,89793,75208,72567,2607,14585,71574,9572,62002,19276,2509,34435,4652,1130,2168830,19803,25504,6957,1226,76108,1391,3224,6464,2151,36796,26082,5695,7418,8860,7042,9325,15150,91941.20988,74366.38873,53490,20010,33480,4581,58071,4099,1745,3185,8418,8818,3459,28319,28,4.370890269,6333,14933,15770,21035,1960.398542,26283,18283,9032,2929,1544,930,5149,5737,6939,411935.7169,33059,1461,2881,10791,14597,3329,1570.31014,52143,1268,1347,51021,49399,2469,56641,Professional,Finance,Health Care,Education,Accommodation and Food Service,11822,6576,5834,4577,4339,25464,Health Care,Accommodation and Food Service,Retail Trade,Professional,Other Service,6652,5463,3611,1956,1866,The Loop,Outside of Chicago,Near North Side,Near West Side,Lake View,17866,13345,8658,5023,2429,Outside of Chicago,Lake View,Uptown,Edgewater,Lincoln Square,8969,2429,952,745,662,,,,7319.603012,,,,,,,,,,0,0,1,0,0,1,2.563381206,1994.179404,226.1093612,0.113384664,628.9927392,0.315414319,93.42356306,0.046848124,121.2301237,0.060791985,96.02415805,0.048152216,14.77684028,0.007409985,621.4602374,0.311637076,0,0,177.6506544,0.08908459,14.51172633,0.007277042,25630,18079,5255,4526,16313,1012,37177,4064,126,468,3470,8332,307,1343,6682,8812,887,4073,3852,31308,19169,9560,2579,89194,12234,95704,14720,2673,80984,5635,1763,1322,482,187,382,788,3343,818,75363,8268,4193,5143,1850,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.854430546,0.906047974,0.377893297,0,0.026608373,1,1,0.714896471
39,7,Lincoln Park,64320,64116,70492,35570,1.903120607,69568,3329,9328,29869,11292,9326,4059,1731,634,30.5704314,55637,4349,2636,5084,1862,65828,60147,45825,44394,1431,14322,43722,5313,38409,13255,1872,17886,4004,1392,1189940,9903,15489,5679,949,48540,952,2047,3281,856,22468,18936,3888,2849,3340,3862,5471,12610,117048.0738,90189.4832,32020,14515,17505,3053,35073,3918,3422,1491,5067,4311,2394,14373,97,4.68339984,4053,12407,5378,13235,1966.528539,13562,10719,6127,3014,1651,337,1619,3109,7064,578379.862,17239,886,1388,4039,7624,3302,1746.473605,30711,812,1309,30449,29499,1571,33843,Professional,Finance,Health Care,Education,Accommodation and Food Service,7629,4277,3300,2562,2301,23505,Retail Trade,Accommodation and Food Service,Health Care,Transportation,Other Service,5189,4417,2992,2150,2139,The Loop,Outside of Chicago,Near North Side,Near West Side,Lincoln Park,11089,8428,5285,3090,1203,Outside of Chicago,Lake View,Lincoln Park,West Town,Uptown,8965,1310,1203,775,759,,,,8076.595753,,,,,,,,,,0,0,1,0,0.001937146,0.998062854,3.933682487,2024.46434,316.8030406,0.156487341,366.2687834,0.180921331,65.33751225,0.032273975,250.9564733,0.123961913,104.7409704,0.051737622,38.89093047,0.019210479,541.0729154,0.2672672,0,0,310.5716001,0.153409272,29.82211401,0.014730867,13368,11312,3388,3952,12167,690,19853,2677,78,293,2306,3398,158,424,2816,3298,641,1201,1456,21835,13062,6089,2684,60432,9136,66239,10341,1947,55898,3067,1290,1276,153,262,191,609,3149,344,54341,3254,3323,2325,1077,,,,,,,,,,,,,,,,,,,,,,,,,0.999331703,0.994723449,0.870622167,0.859884723,0.551002761,0,0.04095344,1,1,0.664997027
40,4,Lincoln Square,44574,39493,40494,19143,2.087917254,41350,3134,4412,13009,10384,6708,2167,856,680,35.12663571,26590,7373,1234,3771,2382,40781,34612,27371,25881,1468,7241,25367,3134,22233,10715,1324,8273,1582,339,809315,4149,9530,4118,684,31582,2026,3600,3934,1185,12710,8127,2031,3783,2841,2481,3690,3655,80899.83877,49797.24946,18481,7106,11375,1325,19806,3065,400,2488,4337,3745,2391,3373,7,5.180976626,1615,2384,5347,10460,1937.337476,6254,7348,4156,1339,709,479,1734,2361,2356,383914.2091,11171,49,1856,5321,3643,302,1337.445501,17756,727,725,17387,16769,1094,20264,Professional,Health Care,Education,Accommodation and Food Service,Finance,2839,2763,1992,1915,1733,9541,Health Care,Accommodation and Food Service,Retail Trade,Manufacturing,Professional,4197,1126,941,615,580,Outside of Chicago,The Loop,Near North Side,Near West Side,Lincoln Square,6249,4610,2259,1445,862,Outside of Chicago,Lincoln Square,West Ridge,Albany Park,Irving Park,3609,862,463,339,285,,,,9594.689266,,,,,,,,,,0,0,1,0,0,1,1.928992393,1638.024062,227.1362161,0.138664762,348.0489783,0.212480992,35.21669416,0.021499497,58.39442868,0.035649311,382.8808743,0.233745574,40.43524483,0.024685379,456.6136343,0.278758807,0,0,82.66726841,0.050467676,6.630723456,0.004048001,6864,6191,2948,2478,8929,718,9552,1230,0,34,1196,4227,146,643,3438,2786,499,1449,838,9750,6395,2662,693,32642,8708,38216,11680,4658,26536,4932,942,186,1091,510,226,1450,1745,598,23716,11831,1342,5921,1764,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.697295928,0.868941231,0,0,0.052831944,1,1,0.564237001
41,22,Logan Square,82715,72791,71665,32097,2.221827585,71374,4692,8430,28199,16793,8029,3108,1212,911,32.39190816,36851,25920,3233,3030,2340,70921,60446.21648,48688.25446,47035.18002,1648.07444,11757.96202,46019.01519,5565.052412,40453.96278,18142.8215,2461.94379,15642.10596,3408.710596,798.3809343,1354754.546,6820.133493,15604.39728,6509.64988,1783.597922,53559,4525,9039,5861,2459,19638,12037,4567,4322,4941,3996,5479,7441,84653.4034,52299.251,30746,11361,19385,2819,33565,4945,765,6745,8884,5323,1976,4798,129,5.370007987,4413,3684,3992,21476,1929.072686,8030,13381,8523,2678,953,422,1981,4352,4367,435179.1531,19017,1077,2976,6778,7087,1099,1394.638305,28112,1018,2634,27896,27082,2850,36513,Professional,Health Care,Accommodation and Food Service,Finance,Retail Trade,5215,3931,3539,3028,2929,16931,Retail Trade,Accommodation and Food Service,Health Care,Administration,Transportation,3081,2894,1744,1716,1650,Outside of Chicago,The Loop,Near North Side,Near West Side,Logan Square,10944,8121,4070,3183,1527,Outside of Chicago,Logan Square,West Town,Belmont Cragin,Lake View,6569,1527,683,545,531,,,,9716.676017,,,,,,,,,,0,0,1,0,0,1,1.02739847,2297.005663,288.3799472,0.125546032,615.0997156,0.267783282,79.02986863,0.034405605,188.7370675,0.082166566,70.37522888,0.030637813,113.1787743,0.04927231,859.3098946,0.374100033,0,0,41.7395205,0.018171275,41.15564613,0.017917085,10378,11206,4773,4389,13637,1581,17109,3061,7,142,2912,5380.928058,208.3749001,980.0623501,4192.490807,4890.043965,867.3749001,2138.597922,1884.071143,16776.06555,10789.73781,4452.685851,1533.641886,60068.67186,11334.6373,66729.19445,22144.34789,9233.068363,44584.84656,18450.25636,1080.659324,297.164831,290,148,193,288,1309.676415,87.59096088,21742,53833,4290,1087,1763,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.637820196,0.893370098,0,0,0.056197382,1,1,0.588404872
42,31,Lower West Side,44031,35769,33751,13730,2.437363438,32672,1534,5069,11321,6655,4738,2148,842,365,33.07234766,7275,22308,1020,1476,593,32554,27371,19577,18303,1274,7794,17917,1182,16735,7288,1706,5266,1958,517,504265,3377,5820,2585,850,23373,5432,4424,3448,1022,5690,3357,2392,2942,2433,1793,1780,1292,59889.22457,30761.85143,12632,3946,8686,1425,14057,1855,260,2975,4549,3209,329,834,46,4.947766245,1130,2219,2027,8681,1930.482087,2545,6691,3471,1016,334,560,1855,1022,502,270140.7507,8459,348,3754,2821,1333,203,1017.211123,11694,1468,938,11244,10845,1388,12726,Accommodation and Food Service,Administration,Health Care,Education,Professional,1605,1394,1368,1151,1081,15394,Wholesale Trade,Administration,Manufacturing,Transportation,Accommodation and Food Service,2743,2252,1948,1694,1346,Outside of Chicago,The Loop,Near West Side,Near North Side,Lower West Side,3961,2481,1288,1143,778,Outside of Chicago,Lower West Side,South Lawndale,Brighton Park,Bridgeport,6456,778,441,366,326,,,,10056.32503,,,,,,,,,,0,0,1,0,0.073239201,0.926760799,1.208275586,1872.147013,63.74318502,0.034048173,225.6992779,0.120556386,51.27674201,0.027389271,70.46443199,0.037638301,97.67139238,0.052170792,482.5120399,0.257731918,706.2889542,0.377261481,0,0,35.59676966,0.019013875,138.8942203,0.074189804,3906,4426,1833,2467,6775,1115,5857,1594,6,26,1562,3453,388,897,2168,2409,973,1031,405,4790,3600,1015,175,22312,10360,31138,20189,7591,10949,18665,156,403,51,182,237,166,274,55,3587,39144,774,121,405,,,,,,,,,,,,,,,,,,,,,,,,,1,0.757894737,0.430796218,0.828607907,0,0,0.118565017,1,1,0.564380198
43,59,McKinley Park,15962,15612,15923,5538,2.869266883,15246,806,2617,3440,3369,3259,1066,522,167,38.90544707,2350,8044,184,4572,96,15197,12609,8667,8145,522,3942,7950,432,7518,4082,1120,1949,324,43,222910,800,2029,1873,664,10648,2474,3173,1667,619,1607,1108,902,1341,847,694,1020,562,61814.25486,26933.93789,5366,3523,1843,365,5731,2201,264,2113,758,212,94,67,22,5.913851351,601,733,920,3477,1931.2065,387,1952,2238,631,523,484,1945,959,115,235314.4654,1719,63,1006,501,149,0,940.819209,4979,494,387,4814,4694,552,6026,Accommodation and Food Service,Health Care,Manufacturing,Retail Trade,Administration,852,732,581,554,529,5144,Administration,Retail Trade,Wholesale Trade,Manufacturing,Accommodation and Food Service,1727,812,811,536,276,Outside of Chicago,The Loop,Near North Side,Near West Side,Armour Square,1863,1156,472,402,227,Outside of Chicago,McKinley Park,Brighton Park,Chicago Lawn,New City,2321,163,163,147,105,,,,12580.41519,,,,,,,,,,0,0,1,0,0.087232396,0.912767604,2.593181519,905.2295598,122.1361348,0.134922831,108.1139989,0.119432687,11.75317179,0.012983637,62.08587133,0.068585775,24.73009832,0.027319146,159.4599058,0.176154108,296.2046582,0.327214964,0,0,73.74128019,0.081461414,47.00444034,0.051925437,1522,1297,1013,1534,3407,321,1959,588,0,0,588,1507,265,316,926,810,340,236,234,2276,1847,342,87,9165,6081,14440,10470,5198,3970,6437,74,3599,64,26,57,105,95,13,4607,9819,116,1212,208,,,,,,,,,,,,,,,,,,,,,,,,,0.952158086,0.761309673,0.313110443,0.829856973,0,0,0.128497764,1,1,0.481132075
44,18,Montclare,12646,13426,14401,5010,2.850299401,14382,992,2675,2890,2761,2676,1588,499,301,38.46069869,5207,8003,448,365,359,14297,11551,7376,7047,299,4175,6937,155,6782,4957,752,617,157,299,263105,599,1706,1315,992,9802,2054,3170,2275,710,1036,557,1171,955,710,607,540,629,55882.35294,28269.38771,4612,2783,1829,340,4952,2886,113,471,220,421,250,591,0,5.704658077,649,810,1921,1572,1949.076305,809,1764,1313,646,420,224,1732,800,27,259446.8391,1810,142,554,758,337,19,1114.835165,3868,236,744,3701,3506,911,5546,Health Care,Retail Trade,Manufacturing,Accommodation and Food Service,Education,719,631,598,543,448,2104,Health Care,Retail Trade,Manufacturing,Accommodation and Food Service,Other Service,664,610,322,116,61,Outside of Chicago,The Loop,Near North Side,Near West Side,O'Hare,2775,800,286,254,130,Outside of Chicago,Belmont Cragin,Montclare,Austin,Dunning,1130,105,102,98,65,,,,14282.28786,,,,,,,,,,0,0,1,0,0,1,1.273575805,633.0668873,249.2755872,0.393758688,68.12409286,0.107609629,5.827577033,0.00920531,55.15908132,0.087129942,27.62167218,0.043631523,16.82190167,0.026572076,193.1690768,0.305132176,0,0,10.45541169,0.016515493,6.612486569,0.010445163,1155,1089,977,1391,3304,536,1308,703,0,13,690,1365,139,239,987,691,196,159,336,1776,1211,424,141,9421,4961,13390,8582,3978,4808,6108,2011,13,86,68,34,67,195,0,6892,4865,264,337,288,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.234952051,0.80136904,0,0,0.087527164,1,1,0.242323771
45,75,Morgan Park,25226,22544,21186,8175,2.524281346,20534.30293,1125.402754,3902.905336,3075.184165,4004.44062,4708.208262,1769.557659,1185.340792,763.2633391,43.63474981,6242.948365,911.0843373,12608.27022,86,686,20162.94052,16459.52708,10090.73144,9017.141349,1073.590089,6368.79564,8892.086172,844.2237738,8047.862398,6216.016349,800.3831744,813.2881471,109.065906,109.1088215,282151.3019,994.9579898,3713.57126,2348.135846,971.4040047,14512.35972,914.3872633,3226.478485,3643.796902,1021.232358,2899.27883,2807.185886,1592.843866,1793.765799,1258.475836,838.3271375,1397.427509,1146.208178,64137.0976,34941.99834,8027.048327,5649.484429,2377.896194,754,8781.380623,6027.83045,435.4048443,667,403,557.3356401,136.5605536,541.1557093,13.09342561,6.583400044,397.3737024,988.6193772,4996.262976,2399.124567,1952.846686,704.1211073,2270.148789,3877.581315,1487.529412,442,1919.587361,2535.695167,982,191,192979.925,2136.765799,69,607.7249071,1042.892193,291.1486989,126,1164.315793,7225.453532,758.7843866,801.5947955,6814.29368,6559.29368,1212.754647,9413,Health Care,Education,Public Administration,Administration,Retail Trade,1493,1436,1188,716,709,3228,Health Care,Retail Trade,Education,Professional,Accommodation and Food Service,1238,562,251,232,220,Outside of Chicago,The Loop,Near North Side,Near West Side,Morgan Park,3731,2714,487,457,187,Outside of Chicago,Morgan Park,Beverly,Mount Greenwood,West Pullman,1932,187,110,67,58,,,,15351.64148,,,,,,,,,,0,0,1,0,0,1,3.339934076,2109.213554,908.0506196,0.430516207,71.39239694,0.033847875,6.631300714,0.003143968,100.2605598,0.04753457,182.3490261,0.086453563,63.01707194,0.029877047,645.9646784,0.306258547,0,0,68.19554415,0.032332214,63.35235661,0.030036009,2882.01487,2225.040892,1393.267658,1526.724907,4878.944238,612.3271375,3148.104089,929.3286219,19.09108755,19.0879466,891.1495878,2118.060463,378.188457,381.5936396,1358.278367,1238.787201,482.4334511,578.9485669,177.4051826,3348.622693,2477.204947,681.251276,190.1664704,19809.85593,725.8690395,19410.13641,959.0277589,234.4000341,18451.10865,630.5357629,9.16246594,9,23.13027929,0.007663488,6,8,264.1042234,9.08736376,7510,533,16816,83,284,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.463622974,0.791320965,0.298171729,0,0.142611689,1,1,0.288679276
46,74,Mount Greenwood,18820,19093,18628,6850,2.668613139,18840,1356,4045,3281,3358,4239,1542,684,335,37.9686243,15287,1975,609,303,666,18120,14594,9439,9022,417,5155,8847,302,8545,7193,455,648,188,61,293520,341,2570,2996,1038,12456,587,2736,3189,949,2897,2098,625,955,871,1122,1530,1842,97760.69519,41850.44559,6945,5744,1201,364,7309,6136,37,95,149,128,102,647,15,6.546059638,352,1323,5041,593,1955.1093,694,1344,3418,1452,401,320,3716,1575,133,258576.5125,1169,20,448,517,165,19,1091.58805,6382,176,563,6261,6177,684,9876,Public Administration,Education,Health Care,Retail Trade,Accommodation and Food Service,1959,1819,1078,679,641,2859,Education,Retail Trade,Health Care,Accommodation and Food Service,Other Service,1130,478,385,199,169,Outside of Chicago,The Loop,Near West Side,Near North Side,Mount Greenwood,4303,3477,323,299,228,Outside of Chicago,Mount Greenwood,Beverly,Morgan Park,Ashburn,1865,228,99,59,34,,,,19147.85135,,,,,,,,,,0,0,1,0,0.099484603,0.900515397,2.569410485,1735.176534,748.8434669,0.431566156,25.10382128,0.014467589,7.683830529,0.00442827,36.84308112,0.021233045,518.5515646,0.298846575,0.181815787,0.000104782,365.2665153,0.210506832,0,0,30.37498515,0.017505415,2.327453506,0.001341335,2233,1951,983,1778,4429,318,2516,455,0,9,446,1021,202,344,475,871,417,289,165,4483,3269,1011,203,18130,710,17484,938,175,16546,447,249,41,0,12,0,12,177,0,17127,723,672,61,237,,,,,,,,,,,,,,,,,,,,,,,,,0.916029746,0.819865772,0.477199743,0.812281669,0.056251223,0.056251223,0.135700343,1,1,0.180061038
47,8,Near North Side,72811,80484,105481,66685,1.556212042,95405,3075,5146,40387,16444,15699,9391,3818,1445,34.6875,65899,5807,6613,13882,3204,93075,89348,67722,65976,1724,21626,65357,8658,56699,15688,1604,15098,19829,4480,1430715,26302,27446,4662,683,79992,1477,3970,5966,1954,34226,32399,7839,5295,7377,7074,9457,22051,109049.1788,105016.5142,59093,24067,35026,10791,69884,1401,1788,330,1428,1567,1539,61779,52,3.63667576,22382,25373,12131,9998,1983.516266,40806,20051,6964,1485,578,942,5001,6911,8638,441896.3616,34062,2003,1245,3676,18076,9062,2005.399702,57519,2008,1574,56843,53161,2250,52122,Professional,Finance,Health Care,Education,Administration,11740,6662,5536,3640,3567,183945,Professional,Accommodation and Food Service,Health Care,Retail Trade,Administration,29488,28671,25047,17172,14412,The Loop,Outside of Chicago,Near North Side,Near West Side,West Town,17836,12943,10391,4525,666,Outside of Chicago,Near North Side,Lake View,West Town,Lincoln Park,79727,10391,8658,6240,5285,,,,5747.159759,,,,,,,,,,0,0,1,9.81E-05,0,0.999901871,2.338548935,1755.342134,83.26410002,0.047434684,304.8611274,0.173676186,22.99715711,0.013101239,293.1675238,0.167014463,123.9315345,0.070602495,66.80066059,0.038055636,759.8958759,0.432904709,0.981433057,0.000559112,52.11896806,0.029691629,47.32375394,0.026959846,33962,20393,3015,1723,17493,1109,41600,5298,68,465,4765,6144,445,683,5016,7235,390,1769,5076,38330,22655,10093,5582,78931,16474,92330,17130,3210,75200,3533,1603,2494,300,659,994,1403,5788,356,50397,2805,13884,4434,1291,,,,,,,,,,,,,,,,,,,,,,,,,0.999735737,1,0.857323232,0.862126017,0.14190658,0,0.022251037,1,1,0.691417905
48,33,Near South Side,9509,21390,28795,15774,1.80404463,26376,1087,1829,8723,6466,5319,1689,1182,81,37.4720715,13556,1104,5932,5030,754,26203,23622,18257,18123,122,5365,17814,2229,15585,7744,1216,4909,1285,431,440440,3208,9625,2642,95,22967,1103,1184,2204,686,6756,11034,2239,912,1507,1916,3460,5536,115993.1326,88783.76137,15570,8848,6722,632,16202,299,1404,37,103,188,156,13994,21,3.891094063,9019,3723,922,2538,2001.142502,6381,7665,1897,122,137,158,1423,4132,3070,418476.2492,6643,1061,456,237,3324,1565,1948.883162,15098,805,472,14818,14174,752,12795,Professional,Health Care,Education,Finance,Administration,2164,1811,1418,1399,915,13586,Arts and Entertainment,Health Care,Accommodation and Food Service,Administration,Other Service,3889,2109,1934,1885,842,The Loop,Outside of Chicago,Near North Side,Near West Side,Hyde Park,4028,3338,1378,1236,737,Outside of Chicago,Near South Side,Lake View,South Shore,Austin,4744,342,262,224,209,,,,10027.92772,,,,,,,,,,0,0,1,0.056387805,0,0.943612195,15.1528004,1140.882972,56.6828562,0.049683322,93.44470572,0.081905601,8.66683563,0.007596604,322.3116038,0.282510662,47.5894272,0.041712803,16.99929574,0.014900122,342.4361607,0.30015012,0,0,162.8279861,0.142721024,89.92410126,0.078819742,8070,5681,1308,511,6301,503,9269,1624,271,349,1004,1227,186,71,970,1464,182,74,1208,10896,5398,4136,1362,20141,6235,25289,6570,1075,18719,526,1035,1018,231,374,126,1048,1876,336,2393,377,6052,516,171,,,,,,,,,,,,,,,,,,,,,,,,,0.998729304,0.811452639,0.804458571,0.863224108,1,1,0.056944111,1,1,0.541091277
49,28,Near West Side,46419,54881,67881,33918,1.879798337,62816,3744,7911,25868,13171,7358,3033,1107,624,31.74387646,27402,6275,15213,11625,2301,57459,54628,39472,37012,2426,15156,36573,4101,32472,11538,1376,8072,10489,997,857675,10477,14156,4457,429,44217,2712,4346,4738,1648,16490,14283,6462,2911,3026,3242,5017,8861,93202.49846,59634.86515,29519,10768,18751,3599,33118,1265,2285,1915,3202,2311,857,21276,7,3.855025096,13740,8877,3243,7258,1990.958948,15049,11880,4681,1166,342,253,2419,5034,2973,389935.9407,18485,2381,1974,2233,9083,2814,1755.633667,27649,1385,1870,27250,25591,2269,30787,Professional,Health Care,Finance,Education,Administration,5600,3840,3225,2867,2363,145906,Health Care,Professional,Administration,Finance,Education,21808,19937,16497,16038,15411,The Loop,Outside of Chicago,Near West Side,Near North Side,West Town,8899,8758,4838,3184,540,Outside of Chicago,Lake View,West Town,Near West Side,Near North Side,70851,5023,4942,4838,4525,,,,8316.880903,,,,,,,,,,0,0,1,0,0,1,1.443219069,3638.486377,147.4078241,0.040513502,363.6102387,0.099934479,47.39400143,0.013025747,395.1487327,0.108602504,571.7294442,0.15713387,294.4371128,0.080922967,1574.95839,0.432860873,0,0,55.64927808,0.015294623,188.1513545,0.051711436,13571,10275,3214,2459,11281,1529,18238,4444,178,562,3704,3810,394,471,2945,3020,340,700,1980,17092,9633,5799,1660,51572,11244,59072,14815,3572,44257,3939,1304,2756,423,368,556,1626,3572,271,11731,4415,24546,4861,866,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.733224778,0.809836843,0.063529732,0,0.090832326,1,1,0.657260821
